cancer_type_abbr,mirbase_mat_id,gene_symbol,ensg,validated,number_of_tool,pearson_cor,pearson_pv,spearman_cor,spearman_pv,kendall_cor,kendall_pv
STAD,hsa-miR-130b-3p,C7,ENSG00000112936,0,6,-0.230702,6.94E-06,-0.5219,0.00E+00,-0.3687,2.52E-26
STAD,hsa-miR-130b-3p,NRP2,ENSG00000118257,0,6,-0.260038,3.65E-07,-0.5016,0.00E+00,-0.3572,8.06E-25
STAD,hsa-miR-130b-3p,KLF9,ENSG00000119138,1,5,-0.30809,1.27E-09,-0.5266,0.00E+00,-0.3719,9.21E-27
STAD,hsa-miR-130b-3p,CRY2,ENSG00000121671,1,5,-0.161046,1.83E-03,-0.3743,1.07E-13,-0.2574,1.25E-13
STAD,hsa-miR-130b-3p,GLIPR2,ENSG00000122694,0,6,-0.223967,1.30E-05,-0.3873,9.17E-15,-0.2684,1.08E-14
STAD,hsa-miR-130b-3p,MAP1B,ENSG00000131711,0,8,-0.286734,1.80E-08,-0.5557,0.00E+00,-0.3958,4.25E-30
STAD,hsa-miR-130b-3p,MYH11,ENSG00000133392,1,8,-0.25093,9.48E-07,-0.6197,0.00E+00,-0.4463,8.60E-38
STAD,hsa-miR-130b-3p,TSPAN2,ENSG00000134198,0,6,-0.16446,1.46E-03,-0.4785,0.00E+00,-0.3403,1.12E-22
STAD,hsa-miR-130b-3p,FAM129A,ENSG00000135842,1,6,-0.280448,3.76E-08,-0.6043,0.00E+00,-0.4336,8.89E-36
STAD,hsa-miR-130b-3p,FOXF2,ENSG00000137273,0,8,-0.169227,1.05E-03,-0.386,1.22E-14,-0.2676,1.31E-14
STAD,hsa-miR-130b-3p,SULF1,ENSG00000137573,0,9,-0.234557,4.81E-06,-0.341,1.87E-11,-0.2257,8.00E-11
STAD,hsa-miR-130b-3p,PDE5A,ENSG00000138735,0,7,-0.333211,4.27E-11,-0.5609,0.00E+00,-0.3994,1.32E-30
STAD,hsa-miR-130b-3p,GABARAPL1,ENSG00000139112,0,7,-0.174482,7.25E-04,-0.398,4.44E-16,-0.2764,1.75E-15
STAD,hsa-miR-130b-3p,TPM1,ENSG00000140416,0,6,-0.25719,4.94E-07,-0.5297,0.00E+00,-0.3758,2.71E-27
STAD,hsa-miR-130b-3p,ITPKB,ENSG00000143772,0,9,-0.203349,7.81E-05,-0.4844,0.00E+00,-0.3451,2.84E-23
STAD,hsa-miR-130b-3p,NACC2,ENSG00000148411,1,6,-0.280291,3.83E-08,-0.3932,2.36E-15,-0.2737,3.23E-15
STAD,hsa-miR-130b-3p,ZEB1,ENSG00000148516,2,6,-0.328171,8.65E-11,-0.613,0.00E+00,-0.4413,5.39E-37
STAD,hsa-miR-130b-3p,PGM5,ENSG00000154330,0,6,-0.266661,1.78E-07,-0.6275,0.00E+00,-0.4517,1.12E-38
STAD,hsa-miR-130b-3p,NFIA,ENSG00000162599,0,7,-0.365696,3.26E-13,-0.5387,0.00E+00,-0.3833,2.53E-28
STAD,hsa-miR-130b-3p,FRZB,ENSG00000162998,0,8,-0.263366,2.55E-07,-0.5025,0.00E+00,-0.3454,2.59E-23
STAD,hsa-miR-130b-3p,PBXIP1,ENSG00000163346,1,4,-0.22853,8.51E-06,-0.3858,1.27E-14,-0.2657,2.01E-14
STAD,hsa-miR-130b-3p,SLMAP,ENSG00000163681,1,7,-0.287811,1.58E-08,-0.5408,0.00E+00,-0.3876,6.40E-29
STAD,hsa-miR-130b-3p,FYCO1,ENSG00000163820,1,7,-0.327464,9.54E-11,-0.5616,0.00E+00,-0.4031,3.75E-31
STAD,hsa-miR-130b-3p,DLC1,ENSG00000164741,1,6,-0.300981,3.15E-09,-0.4692,0.00E+00,-0.3294,2.39E-21
STAD,hsa-miR-130b-3p,CFL2,ENSG00000165410,1,9,-0.232666,5.77E-06,-0.5064,0.00E+00,-0.354,2.12E-24
STAD,hsa-miR-130b-3p,ZCCHC24,ENSG00000165424,0,7,-0.335724,2.98E-11,-0.5956,0.00E+00,-0.428,6.71E-35
STAD,hsa-miR-130b-3p,AMOTL1,ENSG00000166025,0,7,-0.24845,1.22E-06,-0.4395,0.00E+00,-0.3093,5.22E-19
STAD,hsa-miR-130b-3p,CLMP,ENSG00000166250,0,7,-0.290407,1.16E-08,-0.541,0.00E+00,-0.3843,1.86E-28
STAD,hsa-miR-130b-3p,C16orf45,ENSG00000166780,1,1,-0.325152,1.31E-10,-0.5444,0.00E+00,-0.3806,5.97E-28
STAD,hsa-miR-130b-3p,SCARA3,ENSG00000168077,0,6,-0.1686,1.10E-03,-0.3554,2.23E-12,-0.243,2.63E-12
STAD,hsa-miR-130b-3p,PRNP,ENSG00000171867,1,7,-0.222394,1.50E-05,-0.3389,2.53E-11,-0.2329,1.99E-11
STAD,hsa-miR-130b-3p,CSPG4,ENSG00000173546,0,6,-0.225395,1.14E-05,-0.3358,3.92E-11,-0.2334,1.80E-11
STAD,hsa-miR-130b-3p,ZBTB4,ENSG00000174282,2,10,-0.31059,9.22E-10,-0.5406,0.00E+00,-0.3875,6.58E-29
STAD,hsa-miR-130b-3p,TOM1L2,ENSG00000175662,1,7,-0.234684,4.76E-06,-0.3438,1.25E-11,-0.2342,1.56E-11
STAD,hsa-miR-130b-3p,TUBB6,ENSG00000176014,0,6,-0.223442,1.36E-05,-0.4034,0.00E+00,-0.2774,1.37E-15
STAD,hsa-miR-130b-3p,MAF,ENSG00000178573,0,9,-0.222424,1.49E-05,-0.391,4.08E-15,-0.2737,3.27E-15
STAD,hsa-miR-130b-3p,GAS1,ENSG00000180447,1,6,-0.239609,2.95E-06,-0.4819,0.00E+00,-0.3343,6.21E-22
STAD,hsa-miR-130b-3p,CHST15,ENSG00000182022,0,6,-0.117886,2.30E-02,-0.381,3.23E-14,-0.2692,9.14E-15
STAD,hsa-miR-130b-3p,RGMA,ENSG00000182175,0,6,-0.298527,4.28E-09,-0.5891,0.00E+00,-0.4169,3.36E-33
STAD,hsa-miR-130b-3p,SYNM,ENSG00000182253,0,7,-0.232585,5.81E-06,-0.5639,0.00E+00,-0.4008,8.16E-31
STAD,hsa-miR-130b-3p,FNBP1,ENSG00000187239,0,6,-0.162754,1.64E-03,-0.4897,0.00E+00,-0.3441,3.77E-23
STAD,hsa-miR-130b-3p,KANK2,ENSG00000197256,0,6,-0.312917,6.80E-10,-0.5889,0.00E+00,-0.4228,4.23E-34
STAD,hsa-miR-130b-3p,MFAP5,ENSG00000197614,0,7,-0.229522,7.76E-06,-0.4562,0.00E+00,-0.3097,4.73E-19
STAD,hsa-miR-130b-3p,PLN,ENSG00000198523,0,6,-0.271996,9.86E-08,-0.6175,0.00E+00,-0.4417,4.59E-37
STAD,hsa-miR-130b-3p,TXNIP,ENSG00000265972,1,8,-0.366711,2.77E-13,-0.5842,0.00E+00,-0.413,1.28E-32
STAD,hsa-miR-130b-5p,PDK4,ENSG00000004799,0,6,-0.186448,2.99E-04,-0.4489,0.00E+00,-0.3112,3.25E-19
STAD,hsa-miR-130b-5p,MAOB,ENSG00000069535,0,6,-0.115492,2.59E-02,-0.3706,1.99E-13,-0.2625,4.10E-14
STAD,hsa-miR-130b-5p,TGFBR3,ENSG00000069702,1,3,-0.314271,5.69E-10,-0.5171,0.00E+00,-0.3645,8.97E-26
STAD,hsa-miR-130b-5p,PPP1R12B,ENSG00000077157,0,6,-0.259381,3.92E-07,-0.5887,0.00E+00,-0.4227,4.41E-34
STAD,hsa-miR-130b-5p,TNS1,ENSG00000079308,1,5,-0.29894,4.07E-09,-0.6112,0.00E+00,-0.4347,5.90E-36
STAD,hsa-miR-130b-5p,PTGS1,ENSG00000095303,0,6,-0.175783,6.60E-04,-0.3077,1.64E-09,-0.2093,1.67E-09
STAD,hsa-miR-130b-5p,PALM,ENSG00000099864,0,6,-0.000847,9.87E-01,-0.4023,0.00E+00,-0.2833,3.38E-16
STAD,hsa-miR-130b-5p,CHRDL1,ENSG00000101938,0,8,-0.261867,3.00E-07,-0.5383,2.48E-29,-0.3751,3.52E-27
STAD,hsa-miR-130b-5p,SFRP1,ENSG00000104332,0,7,-0.264491,2.26E-07,-0.5535,0.00E+00,-0.3899,2.96E-29
STAD,hsa-miR-130b-5p,CLIP3,ENSG00000105270,0,7,-0.299333,3.87E-09,-0.5951,0.00E+00,-0.4203,1.02E-33
STAD,hsa-miR-130b-5p,RGS2,ENSG00000116741,0,6,-0.215871,2.68E-05,-0.3544,2.58E-12,-0.2438,2.20E-12
STAD,hsa-miR-130b-5p,NRP2,ENSG00000118257,0,8,-0.275196,6.87E-08,-0.4733,0.00E+00,-0.3322,1.11E-21
STAD,hsa-miR-130b-5p,CRY2,ENSG00000121671,1,8,-0.175705,6.64E-04,-0.37,2.19E-13,-0.252,3.99E-13
STAD,hsa-miR-130b-5p,PPP1R12C,ENSG00000125503,1,1,-0.234445,4.87E-06,-0.3289,1.02E-10,-0.2261,7.49E-11
STAD,hsa-miR-130b-5p,SH3BGRL,ENSG00000131171,0,6,-0.298803,4.14E-09,-0.4352,0.00E+00,-0.3061,1.19E-18
STAD,hsa-miR-130b-5p,MAP1B,ENSG00000131711,0,6,-0.307055,1.46E-09,-0.6087,0.00E+00,-0.4365,3.07E-36
STAD,hsa-miR-130b-5p,TSPAN2,ENSG00000134198,0,7,-0.214087,3.13E-05,-0.4922,0.00E+00,-0.3492,8.66E-24
STAD,hsa-miR-130b-5p,IFI44L,ENSG00000137959,0,6,-0.197591,1.25E-04,-0.3083,1.52E-09,-0.2069,2.57E-09
STAD,hsa-miR-130b-5p,GABARAPL1,ENSG00000139112,0,8,-0.240129,2.81E-06,-0.4769,0.00E+00,-0.3333,8.11E-22
STAD,hsa-miR-130b-5p,RGS5,ENSG00000143248,0,6,-0.297646,4.78E-09,-0.4656,0.00E+00,-0.3236,1.18E-20
STAD,hsa-miR-130b-5p,ITPKB,ENSG00000143772,0,6,-0.182687,3.98E-04,-0.4643,0.00E+00,-0.3277,3.88E-21
STAD,hsa-miR-130b-5p,COL8A1,ENSG00000144810,0,6,-0.286234,1.91E-08,-0.4536,0.00E+00,-0.3054,1.45E-18
STAD,hsa-miR-130b-5p,LPP,ENSG00000145012,1,7,-0.297337,4.97E-09,-0.638,0.00E+00,-0.4658,5.05E-41
STAD,hsa-miR-130b-5p,PGM5,ENSG00000154330,0,6,-0.267053,1.71E-07,-0.6222,0.00E+00,-0.446,9.58E-38
STAD,hsa-miR-130b-5p,FBXO32,ENSG00000156804,0,7,-0.289087,1.36E-08,-0.5737,0.00E+00,-0.4074,8.95E-32
STAD,hsa-miR-130b-5p,CSRP1,ENSG00000159176,0,7,-0.250606,9.80E-07,-0.5397,0.00E+00,-0.379,1.01E-27
STAD,hsa-miR-130b-5p,ST6GALNAC6,ENSG00000160408,0,6,-0.238235,3.38E-06,-0.4084,0.00E+00,-0.2811,5.75E-16
STAD,hsa-miR-130b-5p,NFIA,ENSG00000162599,0,6,-0.371494,1.28E-13,-0.5549,0.00E+00,-0.3977,2.32E-30
STAD,hsa-miR-130b-5p,DDR2,ENSG00000162733,0,6,-0.317036,3.94E-10,-0.5777,0.00E+00,-0.4074,8.86E-32
STAD,hsa-miR-130b-5p,ANTXR2,ENSG00000163297,0,7,-0.304072,2.13E-09,-0.4655,0.00E+00,-0.3294,2.42E-21
STAD,hsa-miR-130b-5p,TEF,ENSG00000167074,0,6,-0.242316,2.26E-06,-0.3308,7.80E-11,-0.2262,7.36E-11
STAD,hsa-miR-130b-5p,PLIN4,ENSG00000167676,0,6,-0.237065,3.78E-06,-0.5561,0.00E+00,-0.3943,7.05E-30
STAD,hsa-miR-130b-5p,MSRB3,ENSG00000174099,0,6,-0.273604,8.23E-08,-0.5641,0.00E+00,-0.4002,1.00E-30
STAD,hsa-miR-130b-5p,MAF,ENSG00000178573,0,7,-0.217227,2.38E-05,-0.3451,1.03E-11,-0.2388,6.12E-12
STAD,hsa-miR-130b-5p,AP1S2,ENSG00000182287,0,6,-0.067525,1.94E-01,-0.3196,3.50E-10,-0.2173,3.89E-10
STAD,hsa-miR-130b-5p,MXRA7,ENSG00000182534,0,6,-0.218668,2.09E-05,-0.4469,0.00E+00,-0.3162,8.54E-20
STAD,hsa-miR-130b-5p,METTL7A,ENSG00000185432,0,7,-0.236447,4.01E-06,-0.4094,0.00E+00,-0.2856,1.97E-16
STAD,hsa-miR-130b-5p,PLN,ENSG00000198523,0,6,-0.266987,1.72E-07,-0.5988,0.00E+00,-0.4269,9.94E-35
STAD,hsa-miR-130b-5p,TOX,ENSG00000198846,0,9,-0.048304,3.53E-01,-0.3654,4.63E-13,-0.2519,4.04E-13
STAD,hsa-miR-130b-5p,S1PR3,ENSG00000213694,0,6,-0.308352,1.23E-09,-0.4836,0.00E+00,-0.3351,4.94E-22
STAD,hsa-miR-133a-3p,TFRC,ENSG00000072274,0,6,-0.294772,6.81E-09,-0.4111,1.34E-16,-0.2805,6.73E-16
STAD,hsa-miR-133a-3p,XPO5,ENSG00000124571,0,6,-0.17383,7.60E-04,-0.3317,5.25E-11,-0.2253,8.75E-11
STAD,hsa-miR-133a-3p,RFC3,ENSG00000133119,0,6,-0.300296,3.43E-09,-0.3784,4.10E-14,-0.2617,4.87E-14
STAD,hsa-miR-133a-3p,ATP13A3,ENSG00000133657,1,7,-0.313502,6.30E-10,-0.3318,5.22E-11,-0.2248,9.61E-11
STAD,hsa-miR-133a-3p,SMC2,ENSG00000136824,0,6,-0.30909,1.12E-09,-0.353,2.33E-12,-0.241,3.93E-12
STAD,hsa-miR-133a-3p,MKI67,ENSG00000148773,0,7,-0.301395,2.99E-09,-0.3456,7.12E-12,-0.2416,3.47E-12
STAD,hsa-miR-133a-3p,SKA3,ENSG00000165480,0,7,-0.311995,7.68E-10,-0.3671,2.61E-13,-0.2534,2.97E-13
STAD,hsa-miR-133a-3p,LMNB2,ENSG00000176619,0,6,-0.26152,3.12E-07,-0.3161,4.49E-10,-0.2178,3.55E-10
STAD,hsa-miR-133b,TFRC,ENSG00000072274,0,6,-0.235493,4.40E-06,-0.3865,1.06E-14,-0.2621,4.63E-14
STAD,hsa-miR-133b,XPO5,ENSG00000124571,0,6,-0.14323,5.65E-03,-0.3252,1.30E-10,-0.2177,3.75E-10
STAD,hsa-miR-133b,RFC3,ENSG00000133119,0,6,-0.227161,9.66E-06,-0.3576,1.16E-12,-0.2439,2.23E-12
STAD,hsa-miR-133b,ATP13A3,ENSG00000133657,1,7,-0.280726,3.64E-08,-0.3694,1.79E-13,-0.2536,2.92E-13
STAD,hsa-miR-133b,SMC2,ENSG00000136824,0,6,-0.270611,1.15E-07,-0.3545,1.87E-12,-0.2402,4.70E-12
STAD,hsa-miR-133b,MKI67,ENSG00000148773,0,7,-0.22053,1.77E-05,-0.3047,1.98E-09,-0.207,2.54E-09
STAD,hsa-miR-133b,SKA3,ENSG00000165480,0,7,-0.240289,2.76E-06,-0.348,4.97E-12,-0.2392,5.85E-12
STAD,hsa-miR-135a-5p,ATP2B4,ENSG00000058668,0,8,-0.21531,2.81E-05,-0.3499,5.09E-12,-0.2453,1.63E-12
STAD,hsa-miR-135a-5p,NTN1,ENSG00000065320,0,6,-0.22585,1.09E-05,-0.4345,0.00E+00,-0.3058,1.31E-18
STAD,hsa-miR-135a-5p,CYBRD1,ENSG00000071967,0,8,-0.266489,1.82E-07,-0.412,0.00E+00,-0.2934,2.97E-17
STAD,hsa-miR-135a-5p,MRVI1,ENSG00000072952,0,7,-0.260836,3.35E-07,-0.4072,0.00E+00,-0.2874,1.28E-16
STAD,hsa-miR-135a-5p,FERMT2,ENSG00000073712,0,7,-0.245651,1.62E-06,-0.4636,0.00E+00,-0.3262,5.78E-21
STAD,hsa-miR-135a-5p,PPP1R12B,ENSG00000077157,0,7,-0.210878,4.14E-05,-0.4241,0.00E+00,-0.2981,9.13E-18
STAD,hsa-miR-135a-5p,TIMP3,ENSG00000100234,0,8,-0.25723,4.92E-07,-0.43,0.00E+00,-0.2997,6.21E-18
STAD,hsa-miR-135a-5p,SNTA1,ENSG00000101400,0,8,-0.153312,3.03E-03,-0.3064,1.92E-09,-0.214,7.12E-10
STAD,hsa-miR-135a-5p,SFRP4,ENSG00000106483,0,7,-0.20129,9.25E-05,-0.3187,3.95E-10,-0.2176,3.68E-10
STAD,hsa-miR-135a-5p,PRUNE2,ENSG00000106772,0,7,-0.224688,1.21E-05,-0.462,0.00E+00,-0.3254,7.32E-21
STAD,hsa-miR-135a-5p,CXCL12,ENSG00000107562,0,6,-0.213752,3.22E-05,-0.4492,0.00E+00,-0.3133,1.84E-19
STAD,hsa-miR-135a-5p,SASH1,ENSG00000111961,0,6,-0.122263,1.83E-02,-0.342,1.61E-11,-0.2382,6.87E-12
STAD,hsa-miR-135a-5p,PDGFRB,ENSG00000113721,0,7,-0.256593,5.26E-07,-0.3604,1.02E-12,-0.2447,1.84E-12
STAD,hsa-miR-135a-5p,KLF9,ENSG00000119138,0,6,-0.273724,8.12E-08,-0.4694,0.00E+00,-0.3321,1.15E-21
STAD,hsa-miR-135a-5p,CALD1,ENSG00000122786,0,7,-0.218359,2.15E-05,-0.4267,0.00E+00,-0.2969,1.25E-17
STAD,hsa-miR-135a-5p,PPP1R12C,ENSG00000125503,0,9,-0.263534,2.51E-07,-0.4247,0.00E+00,-0.2971,1.18E-17
STAD,hsa-miR-135a-5p,RHOJ,ENSG00000126785,0,6,-0.287113,1.72E-08,-0.4131,0.00E+00,-0.2887,9.31E-17
STAD,hsa-miR-135a-5p,AKAP12,ENSG00000131016,0,6,-0.179472,5.05E-04,-0.3834,2.05E-14,-0.2705,6.70E-15
STAD,hsa-miR-135a-5p,SH3BGRL,ENSG00000131171,0,6,-0.212347,3.64E-05,-0.31,1.21E-09,-0.2153,5.70E-10
STAD,hsa-miR-135a-5p,FAM129A,ENSG00000135842,0,7,-0.232985,5.59E-06,-0.4661,0.00E+00,-0.327,4.66E-21
STAD,hsa-miR-135a-5p,RGS5,ENSG00000143248,0,6,-0.215752,2.71E-05,-0.322,2.58E-10,-0.2203,2.24E-10
STAD,hsa-miR-135a-5p,ITPKB,ENSG00000143772,0,7,-0.177546,5.81E-04,-0.4064,0.00E+00,-0.2812,5.63E-16
STAD,hsa-miR-135a-5p,COL8A1,ENSG00000144810,0,6,-0.241614,2.42E-06,-0.3647,5.20E-13,-0.2479,9.40E-13
STAD,hsa-miR-135a-5p,LPP,ENSG00000145012,0,7,-0.231404,6.50E-06,-0.3677,3.21E-13,-0.257,1.35E-13
STAD,hsa-miR-135a-5p,TSC22D3,ENSG00000157514,0,6,-0.22335,1.37E-05,-0.3492,5.69E-12,-0.2396,5.25E-12
STAD,hsa-miR-135a-5p,FYCO1,ENSG00000163820,0,7,-0.23087,6.83E-06,-0.3658,4.41E-13,-0.2577,1.17E-13
STAD,hsa-miR-135a-5p,HEYL,ENSG00000163909,1,5,-0.246276,1.52E-06,-0.3841,1.77E-14,-0.2653,2.18E-14
STAD,hsa-miR-135a-5p,ZCCHC24,ENSG00000165424,0,8,-0.294421,7.11E-09,-0.4871,0.00E+00,-0.3441,3.87E-23
STAD,hsa-miR-135a-5p,PLIN4,ENSG00000167676,0,6,-0.212319,3.65E-05,-0.4426,0.00E+00,-0.3085,6.54E-19
STAD,hsa-miR-135a-5p,SYNPO2,ENSG00000172403,0,7,-0.191038,2.10E-04,-0.4781,0.00E+00,-0.337,2.86E-22
STAD,hsa-miR-135a-5p,MSRB3,ENSG00000174099,0,6,-0.24163,2.42E-06,-0.4541,0.00E+00,-0.3183,4.94E-20
STAD,hsa-miR-135a-5p,MAF,ENSG00000178573,0,8,-0.291554,1.01E-08,-0.4183,0.00E+00,-0.2852,2.17E-16
STAD,hsa-miR-135a-5p,PRELP,ENSG00000188783,0,7,-0.260963,3.31E-07,-0.4135,0.00E+00,-0.2893,8.03E-17
STAD,hsa-miR-135a-5p,MFAP5,ENSG00000197614,0,7,-0.179714,4.96E-04,-0.3323,6.36E-11,-0.2264,7.04E-11
STAD,hsa-miR-135a-5p,TOX,ENSG00000198846,0,6,-0.103072,4.70E-02,-0.3793,4.41E-14,-0.2619,4.60E-14
STAD,hsa-miR-135b-5p,ATP2B4,ENSG00000058668,0,8,-0.226705,1.01E-05,-0.3521,3.65E-12,-0.2464,1.30E-12
STAD,hsa-miR-135b-5p,MYLK,ENSG00000065534,0,6,-0.224545,1.23E-05,-0.4563,0.00E+00,-0.3202,2.94E-20
STAD,hsa-miR-135b-5p,CYBRD1,ENSG00000071967,0,8,-0.284231,2.42E-08,-0.4105,0.00E+00,-0.2902,6.45E-17
STAD,hsa-miR-135b-5p,MRVI1,ENSG00000072952,0,6,-0.272517,9.30E-08,-0.4074,0.00E+00,-0.2882,1.04E-16
STAD,hsa-miR-135b-5p,FERMT2,ENSG00000073712,0,6,-0.258493,4.30E-07,-0.4669,0.00E+00,-0.3288,2.84E-21
STAD,hsa-miR-135b-5p,PPP1R12B,ENSG00000077157,0,7,-0.21788,2.24E-05,-0.4181,0.00E+00,-0.2929,3.36E-17
STAD,hsa-miR-135b-5p,TIMP3,ENSG00000100234,0,8,-0.269789,1.26E-07,-0.432,0.00E+00,-0.3009,4.53E-18
STAD,hsa-miR-135b-5p,SNTA1,ENSG00000101400,0,7,-0.158466,2.17E-03,-0.3011,3.70E-09,-0.2092,1.70E-09
STAD,hsa-miR-135b-5p,SFRP4,ENSG00000106483,0,7,-0.209706,4.57E-05,-0.3092,1.35E-09,-0.2117,1.08E-09
STAD,hsa-miR-135b-5p,PRUNE2,ENSG00000106772,0,6,-0.231892,6.21E-06,-0.4552,0.00E+00,-0.3209,2.44E-20
STAD,hsa-miR-135b-5p,SASH1,ENSG00000111961,0,7,-0.138371,7.52E-03,-0.3502,4.86E-12,-0.2442,2.02E-12
STAD,hsa-miR-135b-5p,PDGFRB,ENSG00000113721,0,7,-0.27237,9.46E-08,-0.3617,8.36E-13,-0.2455,1.56E-12
STAD,hsa-miR-135b-5p,CALD1,ENSG00000122786,0,7,-0.222901,1.43E-05,-0.4135,0.00E+00,-0.2875,1.26E-16
STAD,hsa-miR-135b-5p,PPP1R12C,ENSG00000125503,0,9,-0.263182,2.60E-07,-0.4046,0.00E+00,-0.2814,5.40E-16
STAD,hsa-miR-135b-5p,RHOJ,ENSG00000126785,0,6,-0.302523,2.60E-09,-0.4145,0.00E+00,-0.2882,1.05E-16
STAD,hsa-miR-135b-5p,AKAP12,ENSG00000131016,0,6,-0.185732,3.16E-04,-0.3774,6.14E-14,-0.2635,3.27E-14
STAD,hsa-miR-135b-5p,SH3BGRL,ENSG00000131171,0,6,-0.234561,4.81E-06,-0.3236,2.06E-10,-0.2263,7.20E-11
STAD,hsa-miR-135b-5p,FAM129A,ENSG00000135842,0,7,-0.240755,2.64E-06,-0.4692,0.00E+00,-0.3309,1.61E-21
STAD,hsa-miR-135b-5p,RGS5,ENSG00000143248,0,6,-0.23817,3.40E-06,-0.3272,1.28E-10,-0.2244,1.03E-10
STAD,hsa-miR-135b-5p,ITPKB,ENSG00000143772,0,7,-0.183952,3.62E-04,-0.393,2.45E-15,-0.2701,7.40E-15
STAD,hsa-miR-135b-5p,COL8A1,ENSG00000144810,0,6,-0.253339,7.39E-07,-0.358,1.49E-12,-0.2426,2.82E-12
STAD,hsa-miR-135b-5p,LPP,ENSG00000145012,0,7,-0.235418,4.43E-06,-0.3483,6.47E-12,-0.2437,2.28E-12
STAD,hsa-miR-135b-5p,TSC22D3,ENSG00000157514,0,6,-0.240611,2.68E-06,-0.3568,1.80E-12,-0.2448,1.81E-12
STAD,hsa-miR-135b-5p,FYCO1,ENSG00000163820,0,7,-0.240249,2.77E-06,-0.3635,6.36E-13,-0.2552,2.02E-13
STAD,hsa-miR-135b-5p,HEYL,ENSG00000163909,1,5,-0.258652,4.23E-07,-0.3845,1.63E-14,-0.2672,1.43E-14
STAD,hsa-miR-135b-5p,ZCCHC24,ENSG00000165424,0,8,-0.305857,1.70E-09,-0.4795,0.00E+00,-0.3378,2.29E-22
STAD,hsa-miR-135b-5p,PLIN4,ENSG00000167676,0,6,-0.219205,1.99E-05,-0.4419,0.00E+00,-0.3086,6.30E-19
STAD,hsa-miR-135b-5p,SYNPO2,ENSG00000172403,0,7,-0.19752,1.26E-04,-0.4772,0.00E+00,-0.3372,2.70E-22
STAD,hsa-miR-135b-5p,MSRB3,ENSG00000174099,0,6,-0.249503,1.10E-06,-0.45,0.00E+00,-0.3151,1.16E-19
STAD,hsa-miR-135b-5p,MAF,ENSG00000178573,0,8,-0.301065,3.12E-09,-0.4125,0.00E+00,-0.2823,4.31E-16
STAD,hsa-miR-135b-5p,PRELP,ENSG00000188783,0,7,-0.268922,1.39E-07,-0.4042,0.00E+00,-0.2828,3.80E-16
STAD,hsa-miR-135b-5p,MFAP5,ENSG00000197614,0,6,-0.18759,2.74E-04,-0.3306,8.04E-11,-0.2259,7.83E-11
STAD,hsa-miR-135b-5p,TOX,ENSG00000198846,0,7,-0.12239,1.82E-02,-0.3885,7.19E-15,-0.2699,7.80E-15
STAD,hsa-miR-1-3p,MTHFD2,ENSG00000065911,1,0,-0.326063,1.16E-10,-0.4282,5.09E-18,-0.2999,5.83E-18
STAD,hsa-miR-1-3p,MCM2,ENSG00000073111,1,0,-0.345253,7.47E-12,-0.3988,1.25E-15,-0.2729,3.93E-15
STAD,hsa-miR-1-3p,KIF4A,ENSG00000090889,1,0,-0.374428,7.96E-14,-0.4207,2.18E-17,-0.2937,2.72E-17
STAD,hsa-miR-1-3p,MSH2,ENSG00000095002,1,0,-0.29583,5.98E-09,-0.3991,1.18E-15,-0.2749,2.45E-15
STAD,hsa-miR-1-3p,MCM4,ENSG00000104738,1,0,-0.313586,6.23E-10,-0.3865,1.06E-14,-0.2687,1.01E-14
STAD,hsa-miR-1-3p,NCAPG,ENSG00000109805,1,0,-0.403212,5.63E-16,-0.4792,9.38E-23,-0.3396,1.39E-22
STAD,hsa-miR-1-3p,MCM3,ENSG00000112118,1,0,-0.317135,3.89E-10,-0.3951,2.41E-15,-0.2723,4.43E-15
STAD,hsa-miR-1-3p,LMNB1,ENSG00000113368,1,0,-0.298612,4.24E-09,-0.3265,1.09E-10,-0.2231,1.33E-10
STAD,hsa-miR-1-3p,CENPF,ENSG00000117724,1,0,-0.352086,2.69E-12,-0.3894,6.44E-15,-0.2701,7.38E-15
STAD,hsa-miR-1-3p,FANCI,ENSG00000140525,1,0,-0.344281,8.63E-12,-0.4334,1.83E-18,-0.2994,6.60E-18
STAD,hsa-miR-1-3p,KIF2C,ENSG00000142945,1,0,-0.373259,9.64E-14,-0.4206,2.24E-17,-0.2887,9.22E-17
STAD,hsa-miR-1-3p,HSPD1,ENSG00000144381,2,0,-0.30598,1.67E-09,-0.3948,2.53E-15,-0.2719,4.89E-15
STAD,hsa-miR-1-3p,MKI67,ENSG00000148773,1,0,-0.338023,2.15E-11,-0.3691,1.88E-13,-0.2548,2.17E-13
STAD,hsa-miR-1-3p,NCAPD3,ENSG00000151503,1,0,-0.306752,1.51E-09,-0.3608,7.02E-13,-0.249,7.58E-13
STAD,hsa-miR-1-3p,CXCL3,ENSG00000163734,1,0,-0.223413,1.36E-05,-0.3328,4.53E-11,-0.2308,3.01E-11
STAD,hsa-miR-1-3p,CXCL1,ENSG00000163739,1,0,-0.196682,1.35E-04,-0.3146,5.41E-10,-0.2178,3.56E-10
STAD,hsa-miR-1-3p,MAD2L1,ENSG00000164109,1,0,-0.334796,3.41E-11,-0.435,1.32E-18,-0.3041,1.99E-18
STAD,hsa-miR-1-3p,MCM7,ENSG00000166508,1,0,-0.159751,2.00E-03,-0.3266,1.07E-10,-0.2242,1.07E-10
STAD,hsa-miR-1-3p,IQGAP3,ENSG00000183856,1,0,-0.355796,1.53E-12,-0.3713,1.32E-13,-0.2568,1.42E-13
