cancer_type_abbr,mirbase_mat_id,gene_symbol,ensg,validated,number_of_tool,pearson_cor,pearson_pv,spearman_cor,spearman_pv,kendall_cor,kendall_pv
STAD,hsa-miR-200b-3p,CFL2,ENSG00000165410,0,8,-0.386206,1.11E-14,-0.7021,0.00E+00,-0.5149,9.91E-50
STAD,hsa-miR-200b-3p,ZCCHC24,ENSG00000165424,0,9,-0.499611,6.97E-25,-0.6411,0.00E+00,-0.4673,2.87E-41
STAD,hsa-miR-200b-3p,AMOTL1,ENSG00000166025,0,6,-0.46206,4.50E-21,-0.5854,0.00E+00,-0.4244,2.38E-34
STAD,hsa-miR-200b-3p,JAM3,ENSG00000166086,0,6,-0.477831,1.29E-22,-0.6132,0.00E+00,-0.4434,2.52E-37
STAD,hsa-miR-200b-3p,MAF,ENSG00000178573,0,6,-0.403259,5.58E-16,-0.4958,0.00E+00,-0.3467,1.79E-23
STAD,hsa-miR-200b-3p,AP1S2,ENSG00000182287,0,8,-0.34626,6.44E-12,-0.5283,0.00E+00,-0.3728,7.02E-27
STAD,hsa-miR-200b-3p,NDN,ENSG00000182636,0,8,-0.535074,6.11E-29,-0.6686,0.00E+00,-0.4865,1.39E-44
STAD,hsa-miR-200b-3p,COL4A1,ENSG00000187498,0,6,-0.232473,5.87E-06,-0.3018,3.41E-09,-0.204,4.24E-09
STAD,hsa-miR-200b-3p,ADH1B,ENSG00000196616,0,6,-0.310693,9.10E-10,-0.4666,1.64E-21,-0.3248,8.61E-21
STAD,hsa-miR-200b-3p,KANK2,ENSG00000197256,0,7,-0.457872,1.12E-20,-0.6137,0.00E+00,-0.4465,7.72E-38
STAD,hsa-miR-200b-3p,MFAP5,ENSG00000197614,0,8,-0.315498,4.84E-10,-0.5259,0.00E+00,-0.3632,1.32E-25
STAD,hsa-miR-200b-3p,COL5A2,ENSG00000204262,0,6,-0.296012,5.85E-09,-0.3001,4.21E-09,-0.2001,8.32E-09
STAD,hsa-miR-200c-3p,FHL1,ENSG00000022267,0,8,-0.343001,1.04E-11,-0.6748,0.00E+00,-0.4958,3.00E-46
STAD,hsa-miR-200c-3p,CELF2,ENSG00000048740,0,7,-0.427811,5.50E-18,-0.5675,0.00E+00,-0.4058,1.52E-31
STAD,hsa-miR-200c-3p,MYLK,ENSG00000065534,0,6,-0.352875,2.39E-12,-0.7132,0.00E+00,-0.5305,1.09E-52
STAD,hsa-miR-200c-3p,TGFBR3,ENSG00000069702,0,7,-0.312966,6.76E-10,-0.4379,0.00E+00,-0.3121,2.55E-19
STAD,hsa-miR-200c-3p,MRVI1,ENSG00000072952,0,6,-0.43553,1.19E-18,-0.6747,0.00E+00,-0.4992,7.36E-47
STAD,hsa-miR-200c-3p,FERMT2,ENSG00000073712,0,6,-0.400233,9.62E-16,-0.6432,0.00E+00,-0.4683,1.94E-41
STAD,hsa-miR-200c-3p,PPP1R12B,ENSG00000077157,0,7,-0.332859,4.48E-11,-0.5536,0.00E+00,-0.4,1.07E-30
STAD,hsa-miR-200c-3p,FKBP5,ENSG00000096060,1,5,-0.313724,6.12E-10,-0.4067,0.00E+00,-0.2799,7.61E-16
STAD,hsa-miR-200c-3p,CHRDL1,ENSG00000101938,0,6,-0.36396,4.29E-13,-0.6327,5.43E-43,-0.4543,4.31E-39
STAD,hsa-miR-200c-3p,FOXF1,ENSG00000103241,0,9,-0.423106,1.37E-17,-0.5661,0.00E+00,-0.4028,4.13E-31
STAD,hsa-miR-200c-3p,HOXA5,ENSG00000106004,1,8,-0.231032,6.73E-06,-0.324,1.55E-10,-0.2212,1.90E-10
STAD,hsa-miR-200c-3p,CPED1,ENSG00000106034,0,8,-0.382254,2.17E-14,-0.6413,0.00E+00,-0.4635,1.24E-40
STAD,hsa-miR-200c-3p,PRUNE2,ENSG00000106772,0,6,-0.325139,1.32E-10,-0.5777,0.00E+00,-0.4198,1.23E-33
STAD,hsa-miR-200c-3p,ASPN,ENSG00000106819,0,6,-0.415417,5.94E-17,-0.6009,0.00E+00,-0.4273,8.60E-35
STAD,hsa-miR-200c-3p,NCS1,ENSG00000107130,0,8,-0.387433,9.03E-15,-0.5695,0.00E+00,-0.4067,1.11E-31
STAD,hsa-miR-200c-3p,PMP22,ENSG00000109099,0,6,-0.438097,7.07E-19,-0.585,0.00E+00,-0.4094,4.39E-32
STAD,hsa-miR-200c-3p,SASH1,ENSG00000111961,0,7,-0.258425,4.33E-07,-0.4152,0.00E+00,-0.2839,2.93E-16
STAD,hsa-miR-200c-3p,LOX,ENSG00000113083,0,9,-0.278557,4.68E-08,-0.3587,1.34E-12,-0.2409,3.98E-12
STAD,hsa-miR-200c-3p,KAT2B,ENSG00000114166,0,8,-0.29818,4.47E-09,-0.3563,1.94E-12,-0.2435,2.36E-12
STAD,hsa-miR-200c-3p,NRP2,ENSG00000118257,0,7,-0.434397,1.49E-18,-0.655,0.00E+00,-0.4782,3.79E-43
STAD,hsa-miR-200c-3p,ELL2,ENSG00000118985,0,9,-0.168564,1.10E-03,-0.3249,1.75E-10,-0.219,2.85E-10
STAD,hsa-miR-200c-3p,KLF9,ENSG00000119138,2,9,-0.391866,4.20E-15,-0.4932,0.00E+00,-0.3449,3.06E-23
STAD,hsa-miR-200c-3p,DUSP1,ENSG00000120129,1,11,-0.296329,5.62E-09,-0.3878,8.38E-15,-0.2646,2.53E-14
STAD,hsa-miR-200c-3p,CALD1,ENSG00000122786,0,8,-0.355697,1.55E-12,-0.6347,0.00E+00,-0.4629,1.55E-40
STAD,hsa-miR-200c-3p,AHNAK,ENSG00000124942,0,6,-0.361245,6.57E-13,-0.4735,0.00E+00,-0.3288,2.89E-21
STAD,hsa-miR-200c-3p,FGL2,ENSG00000127951,0,6,-0.372664,1.06E-13,-0.5519,0.00E+00,-0.3904,2.52E-29
STAD,hsa-miR-200c-3p,SGCE,ENSG00000127990,0,6,-0.302386,2.64E-09,-0.5211,0.00E+00,-0.3709,1.26E-26
STAD,hsa-miR-200c-3p,MAP1B,ENSG00000131711,0,8,-0.387616,8.75E-15,-0.6018,0.00E+00,-0.4388,1.36E-36
STAD,hsa-miR-200c-3p,EMP1,ENSG00000134531,0,7,-0.110018,3.39E-02,-0.3369,3.35E-11,-0.2283,4.87E-11
STAD,hsa-miR-200c-3p,FAM129A,ENSG00000135842,0,6,-0.365853,3.18E-13,-0.6491,0.00E+00,-0.4702,9.06E-42
STAD,hsa-miR-200c-3p,DNAJB5,ENSG00000137094,0,8,-0.348835,4.39E-12,-0.6729,0.00E+00,-0.4971,1.77E-46
STAD,hsa-miR-200c-3p,FOXF2,ENSG00000137273,0,7,-0.308052,1.28E-09,-0.4546,0.00E+00,-0.3186,4.61E-20
STAD,hsa-miR-200c-3p,SULF1,ENSG00000137573,0,8,-0.360201,7.73E-13,-0.4687,0.00E+00,-0.3159,9.29E-20
STAD,hsa-miR-200c-3p,PDE5A,ENSG00000138735,0,8,-0.367821,2.32E-13,-0.4389,0.00E+00,-0.3075,8.38E-19
STAD,hsa-miR-200c-3p,GABARAPL1,ENSG00000139112,0,6,-0.297879,4.64E-09,-0.4228,0.00E+00,-0.2985,8.36E-18
STAD,hsa-miR-200c-3p,CDH11,ENSG00000140937,2,6,-0.442054,3.15E-19,-0.5936,0.00E+00,-0.418,2.27E-33
STAD,hsa-miR-200c-3p,OSMR,ENSG00000145623,0,7,-0.268275,1.49E-07,-0.3939,1.95E-15,-0.2696,8.33E-15
STAD,hsa-miR-200c-3p,KCNMB1,ENSG00000145936,0,6,-0.360505,7.37E-13,-0.68,0.00E+00,-0.4982,1.12E-46
STAD,hsa-miR-200c-3p,TMEM47,ENSG00000147027,0,6,-0.420252,2.37E-17,-0.6311,0.00E+00,-0.4617,2.45E-40
STAD,hsa-miR-200c-3p,ZEB1,ENSG00000148516,2,9,-0.439574,5.24E-19,-0.6857,0.00E+00,-0.4974,1.55E-46
STAD,hsa-miR-200c-3p,DIXDC1,ENSG00000150764,0,7,-0.372289,1.13E-13,-0.5913,0.00E+00,-0.4286,5.40E-35
STAD,hsa-miR-200c-3p,KLF10,ENSG00000155090,0,8,-0.352616,2.48E-12,-0.4255,0.00E+00,-0.296,1.55E-17
STAD,hsa-miR-200c-3p,NFIA,ENSG00000162599,0,8,-0.309697,1.04E-09,-0.3535,2.99E-12,-0.2443,2.01E-12
STAD,hsa-miR-200c-3p,F2RL2,ENSG00000164220,0,6,-0.29159,1.00E-08,-0.3374,3.12E-11,-0.2254,8.60E-11
STAD,hsa-miR-200c-3p,CITED2,ENSG00000164442,0,8,-0.296177,5.73E-09,-0.4522,0.00E+00,-0.3112,3.17E-19
STAD,hsa-miR-200c-3p,DLC1,ENSG00000164741,2,10,-0.431954,2.43E-18,-0.5408,0.00E+00,-0.387,7.58E-29
STAD,hsa-miR-200c-3p,GEM,ENSG00000164949,0,6,-0.406822,2.92E-16,-0.5671,0.00E+00,-0.404,2.77E-31
STAD,hsa-miR-200c-3p,CFL2,ENSG00000165410,2,8,-0.330772,6.02E-11,-0.6155,0.00E+00,-0.4425,3.48E-37
STAD,hsa-miR-200c-3p,ZCCHC24,ENSG00000165424,0,9,-0.490367,6.69E-24,-0.7363,0.00E+00,-0.5475,5.40E-56
STAD,hsa-miR-200c-3p,AMOTL1,ENSG00000166025,0,6,-0.442063,3.15E-19,-0.5921,0.00E+00,-0.4282,6.24E-35
STAD,hsa-miR-200c-3p,JAM3,ENSG00000166086,0,6,-0.450085,5.92E-20,-0.6507,0.00E+00,-0.476,9.31E-43
STAD,hsa-miR-200c-3p,SCARA3,ENSG00000168077,0,6,-0.369743,1.70E-13,-0.467,0.00E+00,-0.3268,4.93E-21
STAD,hsa-miR-200c-3p,MAF,ENSG00000178573,0,7,-0.303666,2.25E-09,-0.4845,0.00E+00,-0.3459,2.26E-23
STAD,hsa-miR-200c-3p,CHST15,ENSG00000182022,0,6,-0.186324,3.02E-04,-0.537,0.00E+00,-0.3851,1.40E-28
STAD,hsa-miR-200c-3p,AP1S2,ENSG00000182287,0,8,-0.25825,4.42E-07,-0.5142,0.00E+00,-0.362,1.93E-25
STAD,hsa-miR-200c-3p,NDN,ENSG00000182636,0,8,-0.493953,2.81E-24,-0.6874,0.00E+00,-0.506,4.41E-48
STAD,hsa-miR-200c-3p,METTL7A,ENSG00000185432,0,6,-0.191054,2.10E-04,-0.3052,2.25E-09,-0.2106,1.33E-09
STAD,hsa-miR-200c-3p,COL4A1,ENSG00000187498,0,7,-0.184819,3.39E-04,-0.3049,2.32E-09,-0.2071,2.48E-09
STAD,hsa-miR-200c-3p,ADH1B,ENSG00000196616,0,6,-0.329551,7.14E-11,-0.5308,1.99E-28,-0.3715,1.05E-26
STAD,hsa-miR-200c-3p,FLNA,ENSG00000196924,1,0,-0.389499,6.33E-15,-0.7248,0.00E+00,-0.5433,3.69E-55
STAD,hsa-miR-200c-3p,KANK2,ENSG00000197256,0,7,-0.432912,2.01E-18,-0.6879,0.00E+00,-0.5101,7.54E-49
STAD,hsa-miR-200c-3p,MFAP5,ENSG00000197614,0,9,-0.342084,1.19E-11,-0.5871,0.00E+00,-0.4101,3.46E-32
STAD,hsa-miR-200c-3p,LPAR1,ENSG00000198121,2,6,-0.294921,6.69E-09,-0.4275,0.00E+00,-0.2936,2.83E-17
STAD,hsa-miR-200c-3p,TOX,ENSG00000198846,0,6,-0.138196,7.60E-03,-0.3523,3.55E-12,-0.2444,1.95E-12
STAD,hsa-miR-200c-3p,COL5A2,ENSG00000204262,0,6,-0.27705,5.56E-08,-0.3332,5.62E-11,-0.2216,1.76E-10
STAD,hsa-miR-200c-3p,S1PR3,ENSG00000213694,0,6,-0.44024,4.57E-19,-0.607,0.00E+00,-0.4378,1.95E-36
STAD,hsa-miR-200c-3p,TNFSF12,ENSG00000239697,0,6,-0.44978,6.31E-20,-0.589,0.00E+00,-0.4168,3.47E-33
STAD,hsa-miR-203a-3p,CELF2,ENSG00000048740,1,0,-0.227183,9.64E-06,-0.327,1.31E-10,-0.2283,4.87E-11
STAD,hsa-miR-203a-3p,CAV1,ENSG00000105974,2,0,-0.06373,2.20E-01,-0.4109,0.00E+00,-0.2886,9.65E-17
STAD,hsa-miR-203a-3p,ZEB1,ENSG00000148516,1,0,-0.283614,2.60E-08,-0.5437,0.00E+00,-0.3859,1.08E-28
STAD,hsa-miR-203a-3p,DLC1,ENSG00000164741,1,0,-0.280976,3.54E-08,-0.4163,0.00E+00,-0.2919,4.22E-17
STAD,hsa-miR-203a-3p,PRNP,ENSG00000171867,1,0,-0.146192,4.72E-03,-0.3294,9.39E-11,-0.2311,2.83E-11
STAD,hsa-miR-203a-3p,GAS1,ENSG00000180447,1,0,-0.24157,2.43E-06,-0.4401,0.00E+00,-0.3066,1.06E-18
STAD,hsa-miR-203a-3p,SYNM,ENSG00000182253,1,0,-0.186982,2.88E-04,-0.5283,0.00E+00,-0.3767,2.02E-27
STAD,hsa-miR-203a-3p,MXRA7,ENSG00000182534,1,0,-0.258908,4.12E-07,-0.5119,0.00E+00,-0.3631,1.39E-25
STAD,hsa-miR-203b-3p,CELF2,ENSG00000048740,0,6,-0.225368,1.14E-05,-0.3487,4.44E-12,-0.2423,3.03E-12
STAD,hsa-miR-203b-3p,ATP2B4,ENSG00000058668,0,6,-0.228589,8.46E-06,-0.3667,2.77E-13,-0.2554,1.94E-13
STAD,hsa-miR-203b-3p,MRVI1,ENSG00000072952,0,6,-0.26939,1.32E-07,-0.4073,2.69E-16,-0.2916,4.56E-17
STAD,hsa-miR-203b-3p,TIMP3,ENSG00000100234,0,6,-0.2629,2.68E-07,-0.332,5.04E-11,-0.225,9.19E-11
STAD,hsa-miR-203b-3p,BEX4,ENSG00000102409,0,6,-0.193385,1.75E-04,-0.3475,5.32E-12,-0.2391,5.73E-12
STAD,hsa-miR-203b-3p,CRISPLD2,ENSG00000103196,0,6,-0.221253,1.66E-05,-0.3022,2.69E-09,-0.2102,1.43E-09
STAD,hsa-miR-203b-3p,SFRP1,ENSG00000104332,0,6,-0.217134,2.40E-05,-0.3787,3.91E-14,-0.2574,1.24E-13
STAD,hsa-miR-203b-3p,MAP1B,ENSG00000131711,0,8,-0.262653,2.76E-07,-0.4541,2.52E-20,-0.3168,7.32E-20
STAD,hsa-miR-203b-3p,MYH11,ENSG00000133392,0,7,-0.211345,3.97E-05,-0.4642,2.78E-21,-0.3287,2.91E-21
STAD,hsa-miR-203b-3p,ITGA7,ENSG00000135424,0,6,-0.240842,2.62E-06,-0.3642,4.14E-13,-0.257,1.37E-13
STAD,hsa-miR-203b-3p,LPP,ENSG00000145012,0,6,-0.241225,2.52E-06,-0.3905,5.30E-15,-0.2733,3.57E-15
STAD,hsa-miR-203b-3p,NACC2,ENSG00000148411,0,6,-0.235568,4.37E-06,-0.3055,1.78E-09,-0.2087,1.85E-09
STAD,hsa-miR-203b-3p,PDLIM3,ENSG00000154553,1,1,-0.235042,4.60E-06,-0.3768,5.41E-14,-0.2618,4.81E-14
STAD,hsa-miR-203b-3p,MSRB3,ENSG00000174099,0,7,-0.230899,6.82E-06,-0.4052,3.95E-16,-0.2853,2.14E-16
STAD,hsa-miR-20a-5p,PDK4,ENSG00000004799,0,7,-0.204892,6.87E-05,-0.4635,0.00E+00,-0.3217,2.00E-20
STAD,hsa-miR-20a-5p,CELF2,ENSG00000048740,0,7,-0.318182,3.38E-10,-0.4911,0.00E+00,-0.3434,4.61E-23
STAD,hsa-miR-20a-5p,NTN1,ENSG00000065320,0,9,-0.265777,1.96E-07,-0.5197,0.00E+00,-0.3642,9.88E-26
STAD,hsa-miR-20a-5p,MYLK,ENSG00000065534,0,6,-0.25254,8.03E-07,-0.6391,0.00E+00,-0.4561,2.13E-39
STAD,hsa-miR-20a-5p,TGFBR3,ENSG00000069702,0,6,-0.256229,5.47E-07,-0.3971,6.65E-16,-0.2758,2.01E-15
STAD,hsa-miR-20a-5p,CYBRD1,ENSG00000071967,1,9,-0.380124,3.11E-14,-0.6114,0.00E+00,-0.4339,8.09E-36
STAD,hsa-miR-20a-5p,PPP1R12B,ENSG00000077157,1,6,-0.241253,2.51E-06,-0.5159,0.00E+00,-0.3611,2.51E-25
STAD,hsa-miR-20a-5p,FBLN1,ENSG00000077942,0,7,-0.220024,1.85E-05,-0.4895,0.00E+00,-0.3446,3.27E-23
STAD,hsa-miR-20a-5p,TNS1,ENSG00000079308,0,7,-0.300461,3.36E-09,-0.6643,0.00E+00,-0.4753,1.24E-42
STAD,hsa-miR-20a-5p,PTGS1,ENSG00000095303,0,7,-0.299815,3.65E-09,-0.4574,0.00E+00,-0.3201,3.05E-20
STAD,hsa-miR-20a-5p,TIMP3,ENSG00000100234,0,7,-0.343888,9.14E-12,-0.5546,0.00E+00,-0.3863,9.76E-29
STAD,hsa-miR-20a-5p,CBX7,ENSG00000100307,0,6,-0.321976,2.03E-10,-0.524,0.00E+00,-0.3683,2.83E-26
STAD,hsa-miR-20a-5p,CRISPLD2,ENSG00000103196,1,3,-0.363674,4.48E-13,-0.5876,0.00E+00,-0.4144,7.98E-33
STAD,hsa-miR-20a-5p,FOXF1,ENSG00000103241,0,6,-0.324803,1.38E-10,-0.5271,0.00E+00,-0.3695,1.96E-26
STAD,hsa-miR-20a-5p,RASL12,ENSG00000103710,0,6,-0.299691,3.70E-09,-0.5418,0.00E+00,-0.3792,9.20E-28
STAD,hsa-miR-20a-5p,SFRP1,ENSG00000104332,0,7,-0.27885,4.53E-08,-0.5982,0.00E+00,-0.4225,4.69E-34
STAD,hsa-miR-20a-5p,PTPRS,ENSG00000105426,1,1,-0.176456,6.29E-04,-0.3724,1.47E-13,-0.2611,5.57E-14
STAD,hsa-miR-20a-5p,CAV1,ENSG00000105974,1,8,-0.194383,1.62E-04,-0.5086,0.00E+00,-0.355,1.58E-24
STAD,hsa-miR-20a-5p,SASH1,ENSG00000111961,0,8,-0.163168,1.59E-03,-0.382,2.65E-14,-0.2617,4.84E-14
STAD,hsa-miR-20a-5p,SMOC2,ENSG00000112562,0,9,-0.305194,1.85E-09,-0.573,0.00E+00,-0.4043,2.49E-31
STAD,hsa-miR-20a-5p,LOX,ENSG00000113083,0,6,-0.231172,6.64E-06,-0.3102,1.19E-09,-0.2066,2.70E-09
STAD,hsa-miR-20a-5p,SPARC,ENSG00000113140,0,7,-0.322727,1.83E-10,-0.4143,0.00E+00,-0.2826,4.05E-16
STAD,hsa-miR-20a-5p,PDGFRB,ENSG00000113721,0,8,-0.347467,5.38E-12,-0.4776,0.00E+00,-0.3267,5.05E-21
STAD,hsa-miR-20a-5p,KAT2B,ENSG00000114166,0,7,-0.309582,1.05E-09,-0.4288,0.00E+00,-0.2929,3.33E-17
STAD,hsa-miR-20a-5p,ZBTB47,ENSG00000114853,0,8,-0.372374,1.11E-13,-0.5497,0.00E+00,-0.3875,6.52E-29
STAD,hsa-miR-20a-5p,RAP1A,ENSG00000116473,0,7,-0.156906,2.41E-03,-0.31,1.22E-09,-0.2135,7.87E-10
STAD,hsa-miR-20a-5p,NRP2,ENSG00000118257,0,6,-0.317636,3.64E-10,-0.5593,0.00E+00,-0.3965,3.44E-30
STAD,hsa-miR-20a-5p,ELL2,ENSG00000118985,0,7,-0.14501,5.07E-03,-0.3598,1.13E-12,-0.2465,1.26E-12
STAD,hsa-miR-20a-5p,KLF9,ENSG00000119138,0,9,-0.332131,4.97E-11,-0.5223,0.00E+00,-0.3678,3.29E-26
STAD,hsa-miR-20a-5p,PPP1R3C,ENSG00000119938,0,6,-0.240885,2.60E-06,-0.5226,0.00E+00,-0.368,3.09E-26
STAD,hsa-miR-20a-5p,FAM117A,ENSG00000121104,0,9,-0.124832,1.60E-02,-0.3369,3.36E-11,-0.2362,1.03E-11
STAD,hsa-miR-20a-5p,CRY2,ENSG00000121671,1,10,-0.16548,1.36E-03,-0.4026,0.00E+00,-0.2768,1.58E-15
STAD,hsa-miR-20a-5p,CPXM2,ENSG00000121898,0,6,-0.291763,9.83E-09,-0.5827,0.00E+00,-0.4081,6.92E-32
STAD,hsa-miR-20a-5p,CALD1,ENSG00000122786,0,9,-0.242867,2.14E-06,-0.5179,0.00E+00,-0.361,2.62E-25
STAD,hsa-miR-20a-5p,PTGIS,ENSG00000124212,1,5,-0.267764,1.58E-07,-0.5303,0.00E+00,-0.3703,1.52E-26
STAD,hsa-miR-20a-5p,AHNAK,ENSG00000124942,0,8,-0.349789,3.80E-12,-0.5114,0.00E+00,-0.3602,3.32E-25
STAD,hsa-miR-20a-5p,FGL2,ENSG00000127951,0,8,-0.284111,2.45E-08,-0.5256,0.00E+00,-0.3674,3.72E-26
STAD,hsa-miR-20a-5p,GNAI1,ENSG00000127955,0,7,-0.24463,1.80E-06,-0.4287,0.00E+00,-0.2952,1.89E-17
STAD,hsa-miR-20a-5p,PALLD,ENSG00000129116,0,6,-0.278451,4.74E-08,-0.5879,0.00E+00,-0.4191,1.57E-33
STAD,hsa-miR-20a-5p,CNN1,ENSG00000130176,0,6,-0.219383,1.96E-05,-0.6324,0.00E+00,-0.4504,1.81E-38
STAD,hsa-miR-20a-5p,PDLIM4,ENSG00000131435,0,8,-0.266288,1.86E-07,-0.481,0.00E+00,-0.3369,2.96E-22
STAD,hsa-miR-20a-5p,FAM129A,ENSG00000135842,1,9,-0.279238,4.33E-08,-0.6424,0.00E+00,-0.4642,9.58E-41
STAD,hsa-miR-20a-5p,PDE5A,ENSG00000138735,0,6,-0.274523,7.42E-08,-0.3774,6.22E-14,-0.2614,5.19E-14
STAD,hsa-miR-20a-5p,TPM1,ENSG00000140416,0,7,-0.241679,2.41E-06,-0.4985,0.00E+00,-0.3504,6.06E-24
STAD,hsa-miR-20a-5p,TGFB1I1,ENSG00000140682,0,6,-0.313753,6.09E-10,-0.5864,0.00E+00,-0.4159,4.69E-33
STAD,hsa-miR-20a-5p,RGS5,ENSG00000143248,2,4,-0.303914,2.18E-09,-0.473,0.00E+00,-0.3249,8.25E-21
STAD,hsa-miR-20a-5p,ITPKB,ENSG00000143772,1,8,-0.209883,4.50E-05,-0.4842,0.00E+00,-0.3418,7.47E-23
STAD,hsa-miR-20a-5p,COL8A1,ENSG00000144810,0,7,-0.352889,2.38E-12,-0.5422,0.00E+00,-0.3774,1.67E-27
STAD,hsa-miR-20a-5p,LPP,ENSG00000145012,0,7,-0.252423,8.13E-07,-0.3703,2.10E-13,-0.2557,1.80E-13
STAD,hsa-miR-20a-5p,KCNMB1,ENSG00000145936,1,1,-0.259559,3.84E-07,-0.6201,0.00E+00,-0.4435,2.36E-37
STAD,hsa-miR-20a-5p,NACC2,ENSG00000148411,1,7,-0.277339,5.38E-08,-0.422,0.00E+00,-0.2948,2.08E-17
STAD,hsa-miR-20a-5p,C16orf89,ENSG00000153446,0,6,-0.179152,5.17E-04,-0.4961,0.00E+00,-0.3392,1.56E-22
STAD,hsa-miR-20a-5p,PGM5,ENSG00000154330,0,6,-0.248269,1.24E-06,-0.6247,0.00E+00,-0.4467,7.40E-38
STAD,hsa-miR-20a-5p,KLF10,ENSG00000155090,1,10,-0.309809,1.02E-09,-0.4655,0.00E+00,-0.3299,2.08E-21
STAD,hsa-miR-20a-5p,BTG2,ENSG00000159388,1,8,-0.196338,1.38E-04,-0.3309,7.67E-11,-0.2246,9.93E-11
STAD,hsa-miR-20a-5p,ST6GALNAC6,ENSG00000160408,0,7,-0.389902,5.91E-15,-0.6244,0.00E+00,-0.4429,2.93E-37
STAD,hsa-miR-20a-5p,NEXN,ENSG00000162614,0,6,-0.226814,9.98E-06,-0.4502,0.00E+00,-0.3102,4.17E-19
STAD,hsa-miR-20a-5p,FRZB,ENSG00000162998,0,7,-0.274702,7.27E-08,-0.5446,0.00E+00,-0.375,3.49E-27
STAD,hsa-miR-20a-5p,ANTXR2,ENSG00000163297,0,8,-0.301724,2.87E-09,-0.4384,0.00E+00,-0.306,1.23E-18
STAD,hsa-miR-20a-5p,PBXIP1,ENSG00000163346,1,5,-0.330587,6.18E-11,-0.484,0.00E+00,-0.3396,1.40E-22
STAD,hsa-miR-20a-5p,FYCO1,ENSG00000163820,1,7,-0.322947,1.78E-10,-0.539,0.00E+00,-0.3816,4.40E-28
STAD,hsa-miR-20a-5p,F2RL2,ENSG00000164220,0,10,-0.244665,1.79E-06,-0.3098,1.26E-09,-0.2093,1.68E-09
STAD,hsa-miR-20a-5p,DLC1,ENSG00000164741,1,7,-0.324139,1.51E-10,-0.5041,0.00E+00,-0.3545,1.83E-24
STAD,hsa-miR-20a-5p,CFL2,ENSG00000165410,1,10,-0.218325,2.16E-05,-0.4794,0.00E+00,-0.3328,9.31E-22
STAD,hsa-miR-20a-5p,PRNP,ENSG00000171867,1,7,-0.250901,9.51E-07,-0.4312,0.00E+00,-0.2974,1.09E-17
STAD,hsa-miR-20a-5p,SYNPO2,ENSG00000172403,0,7,-0.215434,2.78E-05,-0.6346,0.00E+00,-0.4543,4.27E-39
STAD,hsa-miR-20a-5p,TCEAL1,ENSG00000172465,2,2,-0.185341,3.26E-04,-0.3585,1.38E-12,-0.2519,4.02E-13
STAD,hsa-miR-20a-5p,MSRB3,ENSG00000174099,0,7,-0.288291,1.49E-08,-0.6055,0.00E+00,-0.4338,8.43E-36
STAD,hsa-miR-20a-5p,ZBTB4,ENSG00000174282,1,11,-0.40276,6.11E-16,-0.6116,0.00E+00,-0.4374,2.26E-36
STAD,hsa-miR-20a-5p,PODN,ENSG00000174348,0,6,-0.351035,3.15E-12,-0.6226,0.00E+00,-0.4416,4.74E-37
STAD,hsa-miR-20a-5p,F2R,ENSG00000181104,1,8,-0.325217,1.30E-10,-0.4276,0.00E+00,-0.293,3.26E-17
STAD,hsa-miR-20a-5p,RGMA,ENSG00000182175,0,10,-0.296414,5.57E-09,-0.6153,0.00E+00,-0.4389,1.32E-36
STAD,hsa-miR-20a-5p,SYNM,ENSG00000182253,0,6,-0.212857,3.49E-05,-0.5864,0.00E+00,-0.4141,8.74E-33
STAD,hsa-miR-20a-5p,NDN,ENSG00000182636,0,7,-0.372778,1.04E-13,-0.6363,0.00E+00,-0.4577,1.15E-39
STAD,hsa-miR-20a-5p,METTL7A,ENSG00000185432,0,7,-0.202831,8.15E-05,-0.363,6.83E-13,-0.248,9.29E-13
STAD,hsa-miR-20a-5p,THBS2,ENSG00000186340,0,9,-0.284663,2.30E-08,-0.3875,8.82E-15,-0.2613,5.26E-14
STAD,hsa-miR-20a-5p,FNBP1,ENSG00000187239,0,6,-0.248007,1.28E-06,-0.4752,0.00E+00,-0.332,1.17E-21
STAD,hsa-miR-20a-5p,PRELP,ENSG00000188783,0,6,-0.331433,5.48E-11,-0.6287,0.00E+00,-0.4494,2.70E-38
STAD,hsa-miR-20a-5p,FLNA,ENSG00000196924,1,0,-0.275537,6.61E-08,-0.5737,0.00E+00,-0.4055,1.68E-31
STAD,hsa-miR-20a-5p,KANK2,ENSG00000197256,0,7,-0.31109,8.64E-10,-0.6115,0.00E+00,-0.4358,4.04E-36
STAD,hsa-miR-20a-5p,MFAP5,ENSG00000197614,0,8,-0.261116,3.25E-07,-0.4949,0.00E+00,-0.3391,1.60E-22
STAD,hsa-miR-20a-5p,CCDC69,ENSG00000198624,0,6,-0.288803,1.40E-08,-0.5312,0.00E+00,-0.3728,6.96E-27
STAD,hsa-miR-20a-5p,S1PR3,ENSG00000213694,0,8,-0.334559,3.52E-11,-0.5413,0.00E+00,-0.3785,1.18E-27
STAD,hsa-miR-20a-5p,TXNIP,ENSG00000265972,1,10,-0.354085,1.98E-12,-0.5448,0.00E+00,-0.386,1.05E-28
STAD,hsa-miR-210-3p,NFIX,ENSG00000008441,0,8,-0.245595,1.63E-06,-0.4426,0.00E+00,-0.3109,3.45E-19
